"district","hour","act1","act2","act3","act4","act5"
"023","6pm",11781.222,3631.2979,80.6944,320.8046,1213.1914
"024","6pm",14938.657,1952.2241,2450.5072,264.1984,1605.3729
"025","6pm",4752.288,1669.0865,0,42.7586,598.2688
"026","6pm",5310.388,474.0302,0,0,218.0424
"027","6pm",8420.818,707.7264,62.3373,584.7986,913.7365
"028","6pm",7938.015,2136.9323,667.9683,0,395.1648
"029","6pm",7296.276,3368.3002,0,138.0958,263.1529
"030","6pm",13975.303,5489.8765,0,1383.447,1549.1844
"031","6pm",7470.981,420.3044,12.2087,0,1169.1048
"032","6pm",9199.867,1483.0195,53.3067,367.3379,1252.667
"033","6pm",7257.367,647.4808,84.3361,1255.8823,761.4883
"034","6pm",8242.664,1126.1301,0,181.8004,591.1181
"035","6pm",10026.195,836.7425,0,394.473,846.439
"036","6pm",15096.222,708.5662,0,613.8316,2183.8618
"037","6pm",8327.195,1134.2021,0,107.8115,495.0319
"038","6pm",11917.219,1856.8343,0,579.4164,1696.6856
"039","6pm",5697.599,759.6297,0,251.879,449.0153
"040","6pm",7855.767,825.0209,0,299.0043,944.5921
"041","6pm",11935.361,945.1667,30.0296,822.1493,1826.102
"042","6pm",6165.87,418.306,0,49.7859,155.724
"043","6pm",12978.386,206.111,0,195.6149,398.0548
"044","6pm",6016.935,975.9159,0,37.9692,508.8044
"045","6pm",7367.311,597.0388,0,106.7061,617.5814
"046","6pm",6961.335,2030.8226,236.4438,1243.0751,1425.9403
"047","6pm",8901.417,813.9817,65.1883,169.1263,1125.9724
"048","6pm",4528.531,346.5512,0,0,289.8817
"049","6pm",8032.134,1482.5036,0,3988.2331,1144.3618
"050","6pm",15676.401,380.6836,149.4323,160.5044,950.5746
"051","6pm",15972.681,193.5447,0,149.4323,826.5568
"052","6pm",10183.972,58.3059,0,446.573,1149.7258
"053","6pm",11617.213,584.4512,0,118.8976,636.8231
"054","6pm",15061.003,1445.9796,0,440.9473,1861.3929
"055","6pm",9824.91,289.2445,0,126.1272,384.1027
"056","6pm",6389.698,891.7707,23.9264,425.3581,425.9793
"057","6pm",11961.838,515.9232,0,0,434.7766
"058","6pm",6812.334,64.4811,0,0,164.3664
"059","6pm",10036.468,844.2198,0,149.1605,557.6349
"060","6pm",9890.053,85.9604,0,0,405.1641
"061","6pm",11554.471,240.2982,0,0,370.5038
"062","6pm",14190.085,763.2941,0,187.7905,884.5003
"063","6pm",4156.752,239.522,0,0,471.3592
"064","6pm",11273.231,930.3169,0,91.2303,895.5095
"065","6pm",8144.907,491.9764,0,223.7847,637.9622
"066","6pm",10953.365,835.8931,0,88.2577,1074.0912
"001","7pm",7024.419,726.3704,0,36.2673,2338.4329
"002","7pm",13032.39,1442.6492,1284.3478,985.0888,7820.4871
"003","7pm",16585.06,889.8559,180.3791,74.4275,1684.7897
"004","7pm",10824.055,1263.3533,91.9215,256.464,4820.4483
"005","7pm",13035.92,240.3355,149.2785,49.2288,1296.1733
"006","7pm",12084.044,561.3132,0,0,889.2261
"007","7pm",10743.16,0,78.9432,70.0353,521.991
"008","7pm",13287.139,265.1595,0,0,1035.1985
"009","7pm",12032.437,461.9407,0,0,573.1057
"010","7pm",10649.346,74.0786,0,103.401,761.6302
"011","7pm",14782.363,647.5276,12.2087,0,1457.5463
"012","7pm",4900.678,313.3518,0,0,1258.2462
"013","7pm",15243.971,1529.8731,69.4492,91.3966,1990.6092
"014","7pm",4688.595,150.4557,0,0,449.4584
"015","7pm",11667.154,275.2881,0,0,1136.0119
"016","7pm",13320.854,560.1442,0,0,2181.934
"017","7pm",4422.213,728.9249,0,213.1118,526.5243
"018","7pm",5049.538,565.171,0,206.632,1271.0738
"019","7pm",10028.724,140.9355,0,49.3424,761.0431
"020","7pm",15321.728,314.287,168.3052,0,1388.4084
"021","7pm",9197.113,976.1924,0,926.8061,1312.7404
"022","7pm",11102.505,218.9341,0,83.7689,645.8506
"023","7pm",14097.273,1028.326,24.4174,70.496,1406.8836
"024","7pm",15607.166,848.1156,759.2196,79.0175,1596.8415
"025","7pm",4946.643,645.8564,0,0,514.8985
"026","7pm",5812.983,0,0,0,415.3657
"027","7pm",9482.853,206.2888,62.3373,259.1733,931.6478
"028","7pm",9237.979,668.9965,74.7044,0,189.8718
"029","7pm",8369.69,751.2466,70.0353,44.0219,563.2795
"030","7pm",15202.224,2287.7383,0,815.6614,2418.1172
"031","7pm",8104.825,116.8391,12.2087,35.3717,718.0675
"032","7pm",10183.051,961.3867,53.3067,0,1049.753
"033","7pm",8172.74,273.5276,0,109.8007,533.3643
"034","7pm",9136.777,457.7826,0,153.9778,858.2323
"035","7pm",11099.423,78.9816,0,0,363.2516
"036","7pm",17279.639,299.2464,0,0,1497.1594
"037","7pm",8956.184,381.36,0,114.6446,455.9129
"038","7pm",13106.945,1047.1927,0,226.2765,1064.2295
"039","7pm",6467.487,398.2967,0,0,423.8964
"040","7pm",9355.266,516.0985,0,59.6761,907.1546
"041","7pm",13359.544,189.0369,30.0296,0,1603.5006
"042","7pm",7998.682,108.4472,0,0,279.3056
"043","7pm",13793.509,152.8043,0,95.6181,1147.5082
"044","7pm",7106.358,406.2365,0,0,306.6299
"045","7pm",8691.838,311.8006,0,0,243.8419
"046","7pm",8245.037,651.0942,24.4174,561.2951,1502.5383
"047","7pm",9924.593,466.2238,0,0,485.1044
"048","7pm",5388.993,116.0443,0,66.6178,186.177
"049","7pm",9174.599,1074.4235,0,1130.6553,1525.3014
"050","7pm",16681.124,288.0614,0,0,852.8529
"051","7pm",16694.737,116.5558,0,107.8115,1257.279
"052","7pm",11999.159,58.3059,0,0,1167.3841
"053","7pm",12656.701,465.5536,0,0,162.2955
"054","7pm",16942.287,620.2639,0,154.1172,1734.0729
"055","7pm",11553.434,289.2445,0,0,545.1964
"056","7pm",7516.453,384.2239,0,156.5118,270.7269
"057","7pm",12944.62,106.0739,0,0,578.5019
"058","7pm",8062.764,0,0,0,359.3205
"059","7pm",11857.322,396.548,0,0,596.3362
"060","7pm",11128.112,85.9604,0,0,727.43
"061","7pm",12593.859,88.0136,0,0,230.5794
"062","7pm",16251.402,505.3524,0,0,1110.915
"063","7pm",4539.16,206.4324,0,0,0
"064","7pm",13979.037,463.2769,0,0,970.1861
"065","7pm",9794.695,179.8531,0,0,467.3812
"066","7pm",12641.055,585.128,0,0,512.8256
"001","8pm",7537.156,230.3044,0,0,3256.001
"002","8pm",13305.736,600.5211,251.5288,544.7613,8507.405
"003","8pm",17492.629,364.6469,95.5009,0,2400.7451
"004","8pm",10897.672,974.9114,91.9215,149.2757,5125.4365
"005","8pm",14078.771,140.6712,0,0,1532.9581
"006","8pm",12608.656,581.723,0,0,824.7621
"007","8pm",11476.099,44.4352,78.9432,70.0353,828.9765
"008","8pm",13765.116,104.1844,0,46.1399,1338.78
"009","8pm",12691.728,77.799,0,0,839.1148
"010","8pm",11552.755,74.0786,0,0,725.3311
"011","8pm",15602.034,486.7698,12.2087,0,1953.0526
"012","8pm",4890.908,313.3518,0,0,1112.7339
"013","8pm",15078.361,756.1054,69.4492,35.8843,1876.4213
"014","8pm",5077.675,117.129,0,0,166.0167
"015","8pm",12270.896,0,0,0,1033.0595
"016","8pm",13759.795,439.0375,0,0,2492.8479
"017","8pm",5055.539,431.8611,0,0,250.0644
"018","8pm",5344.26,425.5568,0,0,890.4393
"019","8pm",10212.651,76.0473,0,0,926.7668
"020","8pm",16174.576,187.6656,68.6409,0,942.2807
"021","8pm",9846.474,228.9982,0,601.2761,1220.9509
"022","8pm",11703.004,0,0,0,680.6841
"023","8pm",14314.574,776.6449,12.2087,0,1007.599
"024","8pm",16345.78,701.2857,523.3593,0,1318.0076
"025","8pm",4870.564,303.1703,0,0,678.0893
"026","8pm",6057.499,0,0,0,308.4724
"027","8pm",10503.49,84.8656,62.3373,0,1204.0621
"028","8pm",9341.997,578.9024,0,0,248.038
"029","8pm",8693.795,274.4617,36.7224,0,970.0581
"030","8pm",15390.551,1570.659,0,88.0136,2244.2027
"031","8pm",8360.942,116.8391,0,0,724.188
"032","8pm",10763.035,443.9164,0,0,1072.9413
"033","8pm",8321.904,160.3022,0,249.8084,612.7711
"034","8pm",8900.953,376.3767,0,0,1352.0351
"035","8pm",11146.518,128.9034,0,0,444.0558
"036","8pm",18493.775,304.7832,0,0,1444.4837
"037","8pm",9385.995,295.3085,0,0,496.6473
"038","8pm",14152.924,902.5326,0,0,993.2526
"039","8pm",6683.813,248.0758,0,0,294.774
"040","8pm",9834.323,346.4985,0,0,826.8679
"041","8pm",14008.763,110.0937,0,0,1321.2538
"042","8pm",8317.383,112.8732,0,0,289.7631
"043","8pm",14519.501,94.5402,0,0,1126.4719
"044","8pm",7683.765,234.8073,0,0,278.8509
"045","8pm",8992.218,275.0782,0,0,140.7667
"046","8pm",8679.13,363.9571,12.2087,130.4678,1631.8999
"047","8pm",11040.704,229.9964,0,85.9243,301.7288
"048","8pm",5719.758,40.2831,0,0,103.152
"049","8pm",9504.594,395.1404,0,196.5125,1773.9015
"050","8pm",18350.281,38.1464,0,0,779.5124
"051","8pm",17805.557,124.8374,0,0,1275.0541
"052","8pm",12544.581,0,0,0,785.3518
"053","8pm",13280.117,104.6553,0,0,79.8293
"054","8pm",18255.672,478.8839,0,0,1235.3988
"055","8pm",11663.107,180.5008,0,0,1010.8212
"056","8pm",7898.944,153.1147,0,0,414.7245
"057","8pm",13682.076,0,0,0,804.9139
"058","8pm",8324.229,0,0,0,426.06
"059","8pm",12385.085,306.2913,0,0,354.6951
"060","8pm",11557.63,0,0,0,447.4435
"061","8pm",14389.147,88.0136,0,0,616.8295
"062","8pm",16920.516,274.2697,0,0,765.7359
"063","8pm",4714.466,206.4324,0,0,105.9362
"064","8pm",14227.201,321.4912,0,0,830.8889
"065","8pm",10087.952,42.2592,0,0,184.2051
"066","8pm",12955.651,331.4649,0,0,417.042
"001","9pm",7876.718,152.746,0,0,2976.2984
"002","9pm",13723.774,520.6288,178.9479,0,8934.6939
"003","9pm",17710.132,328.3796,58.7727,0,2496.9235
"004","9pm",10868.118,770.8787,91.9215,169.426,5188.779
"005","9pm",14214.806,68.2581,0,0,1549.0993
"006","9pm",13203.738,477.4625,0,0,686.6978
"007","9pm",11914.58,44.4352,0,70.0353,792.7092
"008","9pm",13493.603,60.8937,0,0,1174.4973
"009","9pm",13233.377,230.6268,0,0,543.6745
"010","9pm",11268.879,74.0786,0,0,544.7437
"011","9pm",15548.604,192.5139,0,0,1869.7427
"012","9pm",5075.675,80.8206,0,0,924.0563
"013","9pm",16044.232,548.6764,0,35.8843,1771.4846
"014","9pm",5114.01,51.1472,0,0,157.1287
"015","9pm",12710.202,0,0,0,697.2383
"016","9pm",14464.457,439.0375,0,0,2304.3965
"017","9pm",5378.571,330.0277,0,0,116.7279
"018","9pm",5588.166,425.5568,0,0,744.0694
"019","9pm",10658.111,76.0473,0,0,840.4064
"020","9pm",16700.094,187.6656,68.6409,0,513.2952
"021","9pm",10577.334,102.7502,0,174.9712,926.0906
"022","9pm",12037.36,0,0,0,582.5479
"023","9pm",14624.944,500.9173,0,0,1100.9216
"024","9pm",17365.324,487.9406,453.281,0,1332.7746
"025","9pm",5195.472,69.8178,0,0,367.4803
"026","9pm",6364.677,0,0,0,274.3032
"027","9pm",10640.532,84.8656,62.3373,0,1008.3713
"028","9pm",9566.954,310.4867,0,0,278.605
"029","9pm",8839.009,238.5774,36.7224,0,908.5934
"030","9pm",15645.623,962.9049,0,79.8293,1590.3338
"031","9pm",8471.817,0,0,0,456.1625
"032","9pm",10954.419,145.1061,0,0,926.9173
"033","9pm",8523.43,96.1774,0,0,554.4307
"034","9pm",9151.689,123.5285,0,0,1446.1246
"035","9pm",12054.995,128.9034,0,0,203.6835
"036","9pm",19131.477,188.914,0,0,1042.2967
"037","9pm",9735.962,160.7164,0,0,382.1696
"038","9pm",14244.196,860.3358,0,0,1043.7247
"039","9pm",6788.32,248.0758,0,0,300.9152
"040","9pm",10353.308,211.8592,0,0,623.5902
"041","9pm",14426.929,110.0937,30.0296,0,958.3388
"042","9pm",8416.511,124.1357,0,0,181.922
"043","9pm",14986.757,94.5402,0,0,878.6209
"044","9pm",7825.652,234.8073,0,0,166.9676
"045","9pm",9338.046,275.0782,0,0,54.7888
"046","9pm",8934.763,152.0997,0,116.6808,1444.8171
"047","9pm",11278.151,85.9243,0,0,385.2332
"048","9pm",5873.15,0,0,0,227.9894
"049","9pm",9638.865,254.1447,0,0,796.6369
"050","9pm",18836.737,38.1464,0,0,643.3798
"051","9pm",18060.364,251.7825,0,0,714.2778
"052","9pm",13690.298,0,0,0,240.9448
"053","9pm",13175.825,104.6553,0,0,538.3127
"054","9pm",18411.172,396.4177,0,102.9751,1288.245
"055","9pm",12090.118,0,0,0,624.0407
"056","9pm",8006.984,153.1147,0,0,320.4309
"057","9pm",13707.287,0,0,0,875.6082
"058","9pm",8676.864,0,0,0,176.3171
"059","9pm",12970.86,306.2913,0,0,255.2344
"060","9pm",11679.776,0,0,0,447.4435
"061","9pm",14321.188,88.0136,0,0,475.4495
"062","9pm",17531.458,149.4323,0,0,496.7692
"063","9pm",4811.899,206.4324,0,0,105.9362
"064","9pm",14534.287,233.016,0,0,971.6353
"065","9pm",10463.829,42.2592,0,0,85.3423
"066","9pm",13740.224,178.5562,0,0,417.042
"001","10pm",8355.779,152.746,0,0,2609.1551
"002","10pm",14650.506,215.2042,85.93,0,6712.9456
"003","10pm",18485.838,328.3796,0,0,1218.3014
"004","10pm",11668.929,694.9054,91.9215,0,4260.5095
"005","10pm",14810.031,0,0,0,1294.9263
"006","10pm",13373.429,414.7406,0,0,544.8191
"007","10pm",12334.192,44.4352,0,70.0353,500.2982
"008","10pm",14121.566,60.8937,0,0,916.1608
"009","10pm",13934.217,188.7121,0,0,658.9462
"010","10pm",11695.81,74.0786,0,0,618.0461
"011","10pm",16135.423,120.6747,0,0,1301.629
"012","10pm",5294.688,80.8206,0,0,580.7819
"013","10pm",16322.486,310.9066,0,0,945.9058
"014","10pm",5142.7,0,0,0,157.1287
"015","10pm",13161.147,0,0,0,363.5884
"016","10pm",15043.627,349.6347,0,0,2090.2506
"017","10pm",5641.935,330.0277,0,0,116.7279
"018","10pm",5658.91,425.5568,0,0,454.9335
"019","10pm",10819.495,76.0473,0,0,619.479
"020","10pm",17118.993,187.6656,68.6409,0,236.8034
"021","10pm",10822.298,58.315,0,0,881.4592
"022","10pm",12539.874,0,0,0,432.0148
"023","10pm",15141.72,417.1484,0,0,910.5186
"024","10pm",17855.07,251.5186,63.672,0,904.2554
"025","10pm",5286.767,69.8178,0,0,0
"026","10pm",6506.093,0,0,0,240.134
"027","10pm",10623.398,60.9392,62.3373,0,767.4722
"028","10pm",9729.271,310.4867,0,0,238.1955
"029","10pm",8996.134,238.5774,0,0,555.7102
"030","10pm",16153.563,717.4107,0,0,908.9809
"031","10pm",9066.089,0,0,0,231.3181
"032","10pm",11296.743,55.6149,0,0,382.3737
"033","10pm",8523.43,96.1774,0,0,396.5105
"034","10pm",9779.38,77.9869,0,0,1072.9867
"035","10pm",12127.668,128.9034,0,0,276.3562
"036","10pm",19475.246,188.914,0,0,927.4068
"037","10pm",10627.233,160.7164,0,0,347.6985
"038","10pm",14653.149,985.5487,0,0,525.8289
"039","10pm",7047.326,133.0454,0,0,261.4473
"040","10pm",10513.614,169.6,0,0,490.3211
"041","10pm",14735.001,79.4707,30.0296,0,689.3676
"042","10pm",8516.083,124.1357,0,0,181.922
"043","10pm",15079.914,94.5402,0,0,525.7164
"044","10pm",8019.687,234.8073,0,0,166.9676
"045","10pm",9533.602,207.1,0,0,0
"046","10pm",9207.037,152.0997,0,0,1082.4445
"047","10pm",11662.801,85.9243,0,0,274.3412
"048","10pm",5942.993,0,0,0,158.1463
"049","10pm",9951.851,78.5623,0,0,468.4868
"050","10pm",19012.319,38.1464,0,0,526.768
"051","10pm",18565.623,251.7825,0,0,472.4704
"052","10pm",13991.548,0,0,0,222.4873
"053","10pm",13967.668,104.6553,0,0,0
"054","10pm",19049.196,297.6616,0,0,604.8124
"055","10pm",12619.786,0,0,0,383.0697
"056","10pm",8006.984,153.1147,0,0,214.357
"057","10pm",14188.623,0,0,0,809.2707
"058","10pm",9145.896,0,0,0,64.4811
"059","10pm",13246.276,306.2913,0,0,205.5346
"060","10pm",11679.776,0,0,0,447.4435
"061","10pm",14858.523,0,0,0,35.3717
"062","10pm",17866.488,149.4323,0,0,399.3711
"063","10pm",5063.497,22.7125,0,0,29.6434
"064","10pm",14515.971,141.7857,0,0,880.405
"065","10pm",10638.746,0,0,0,0
"066","10pm",13948.745,178.5562,0,0,208.521
"001","11pm",8931.422,99.6643,0,0,1599.8976
"002","11pm",15271.54,215.2042,0,0,3544.2787
"003","11pm",19340.141,148.2506,0,0,632.3295
"004","11pm",12640.556,596.1493,91.9215,0,2054.2618
"005","11pm",15436.117,0,0,0,649.7732
"006","11pm",14419.464,356.4002,0,0,420.0006
"007","11pm",12779.987,44.4352,0,70.0353,159.1599
"008","11pm",15527.879,60.8937,0,0,570.5117
"009","11pm",14474.523,152.8278,0,0,440.7898
"010","11pm",12111.649,74.0786,0,0,421.32
"011","11pm",16796.013,44.7014,0,0,970.1354
"012","11pm",5412.609,0,0,0,427.1621
"013","11pm",16847.093,310.9066,0,0,827.7244
"014","11pm",5226.06,0,0,0,157.1287
"015","11pm",13380.485,0,0,0,0
"016","11pm",15468.279,149.7922,0,0,884.1795
"017","11pm",5659.923,288.113,0,0,116.7279
"018","11pm",5865.097,332.5321,0,0,334.807
"019","11pm",11193.223,76.0473,0,0,498.5606
"020","11pm",17671.141,187.6656,68.6409,0,88.3367
"021","11pm",11418.105,58.315,0,0,389.2463
"022","11pm",12674.042,0,0,0,101.3234
"023","11pm",15458.85,417.1484,0,0,688.3377
"024","11pm",18651.394,172.5011,0,0,984.5642
"025","11pm",5329.526,69.8178,0,0,0
"026","11pm",6668.111,0,0,0,240.134
"027","11pm",10701.045,60.9392,62.3373,0,516.0943
"028","11pm",9751.883,310.4867,0,0,22.6112
"029","11pm",9369.403,238.5774,0,0,329.5303
"030","11pm",17108.31,527.3844,0,0,358.868
"031","11pm",9435.813,0,0,0,75.4289
"032","11pm",11518.049,0,0,0,272.2981
"033","11pm",8767.826,96.1774,0,0,212.0849
"034","11pm",9998.951,77.9869,0,0,666.066
"035","11pm",12401.669,42.2592,0,0,108.4764
"036","11pm",19868.06,188.914,0,0,251.2453
"037","11pm",10936.627,68.2996,0,0,262.5894
"038","11pm",14820.678,985.5487,0,0,170.8594
"039","11pm",7447.095,133.0454,0,0,73.8539
"040","11pm",10683.214,169.6,0,0,490.3211
"041","11pm",14932.979,79.4707,0,0,467.3317
"042","11pm",8516.083,47.1468,0,0,58.3404
"043","11pm",15351.994,94.5402,0,0,450.2875
"044","11pm",8192.962,234.8073,0,0,106.0739
"045","11pm",9792.412,152.3112,0,0,0
"046","11pm",9447.621,107.3983,0,0,469.2603
"047","11pm",11966.868,85.9243,0,0,136.7004
"048","11pm",6082.68,0,0,0,158.1463
"049","11pm",9951.851,78.5623,0,0,326.0166
"050","11pm",19133.933,38.1464,0,0,359.3023
"051","11pm",19146.307,251.7825,0,0,208.1167
"052","11pm",13991.548,0,0,0,222.4873
"053","11pm",14072.323,104.6553,0,0,89.2833
"054","11pm",19363.443,297.6616,0,0,295.1946
"055","11pm",13066.955,108.7437,0,0,79.9134
"056","11pm",8256.465,153.1147,0,0,152.7614
"057","11pm",14490.464,0,0,0,302.7055
"058","11pm",9365.37,0,0,0,0
"059","11pm",13674.249,306.2913,0,0,0
"060","11pm",11797.299,0,0,0,241.4933
"061","11pm",15167.449,0,0,0,35.3717
"062","11pm",18266.147,149.4323,0,0,205.9502
"063","11pm",5129.676,22.7125,0,0,29.6434
"064","11pm",15235.481,141.7857,0,0,527.7883
"065","11pm",10876.61,0,0,0,0
"066","11pm",14176.587,178.5562,0,0,104.2605
"001","12pm",9224.235,0,0,0,889.8048
"002","12pm",16244.63,58.5205,0,0,2243.3101
"003","12pm",20077.338,72.8217,0,0,338.9323
"004","12pm",13020.423,596.1493,91.9215,0,1552.271
"005","12pm",15976.76,0,0,0,434.7097
"006","12pm",14327.542,356.4002,0,0,420.0006
"007","12pm",12779.987,44.4352,0,70.0353,159.1599
"008","12pm",15973.621,60.8937,0,0,87.1966
"009","12pm",14702.857,152.8278,0,0,131.9634
"010","12pm",12552.536,74.0786,0,0,241.6786
"011","12pm",16913.557,44.7014,0,0,771.0362
"012","12pm",5549.611,0,0,0,453.4534
"013","12pm",16961.263,310.9066,0,0,657.1481
"014","12pm",5226.06,0,0,0,114.9319
"015","12pm",13555.121,0,0,0,0
"016","12pm",15844.379,42.7586,0,0,766.8004
"017","12pm",5731.702,288.113,0,0,116.7279
"018","12pm",5900.469,0,0,0,287.9839
"019","12pm",11347.504,0,0,0,423.1927
"020","12pm",17893.814,106.8032,68.6409,0,88.3367
"021","12pm",11476.42,58.315,0,0,389.2463
"022","12pm",12835.477,0,0,0,23.9264
"023","12pm",15997.553,315.8619,0,0,556.2192
"024","12pm",19032.333,172.5011,0,0,861.4784
"025","12pm",5591.779,69.8178,0,0,154.1172
"026","12pm",6807.733,0,0,0,0
"027","12pm",10701.045,60.9392,62.3373,0,255.6152
"028","12pm",9751.883,310.4867,0,0,22.6112
"029","12pm",9369.403,35.8843,0,0,283.3904
"030","12pm",17253.436,529.8501,0,0,159.8268
"031","12pm",9944.477,0,0,0,0
"032","12pm",11594.096,0,0,0,272.2981
"033","12pm",8958.915,96.1774,0,0,115.9075
"034","12pm",10275.214,77.9869,0,0,329.9049
"035","12pm",12490.952,42.2592,0,0,108.4764
"036","12pm",20118.315,188.914,0,0,239.0366
"037","12pm",11004.927,68.2996,0,0,262.5894
"038","12pm",14955.27,401.5907,0,0,170.8594
"039","12pm",7486.563,57.6775,0,0,0
"040","12pm",10742.89,169.6,0,0,372.3046
"041","12pm",14932.979,79.4707,0,0,126.631
"042","12pm",8516.083,47.1468,0,0,0
"043","12pm",15436.289,94.5402,0,0,450.2875
"044","12pm",8243.046,234.8073,0,0,0
"045","12pm",10010.691,85.1091,0,0,0
"046","12pm",9484.247,107.3983,0,0,95.8397
"047","12pm",12052.792,85.9243,0,0,136.7004
"048","12pm",6199.013,0,0,0,158.1463
"049","12pm",10150.809,78.5623,0,0,42.1968
"050","12pm",19133.933,0,0,0,359.3023
"051","12pm",19377.183,251.7825,0,0,123.8209
"052","12pm",14142.284,0,0,0,222.4873
"053","12pm",14072.323,104.6553,0,0,89.2833
"054","12pm",19740.958,161.7542,0,0,82.4662
"055","12pm",13175.699,0,0,0,79.9134
"056","12pm",8391.706,153.1147,0,0,70.496
"057","12pm",15182.559,0,0,0,129.4295
"058","12pm",9417.287,0,0,0,0
"059","12pm",13674.249,306.2913,0,0,0
"060","12pm",12110.243,0,0,0,0
"061","12pm",15708.829,0,0,0,0
"062","12pm",18266.147,149.4323,0,0,205.9502
"063","12pm",5235.613,22.7125,0,0,0
"064","12pm",15568.162,141.7857,0,0,0
"065","12pm",10996.135,0,0,0,0
"066","12pm",14280.848,178.5562,0,0,104.2605
"001","1am",9224.235,0,0,0,693.136
"002","1am",16404.595,58.5205,0,0,1056.6406
"003","1am",20336.888,72.8217,0,0,120.2796
"004","1am",13324.316,543.0676,0,0,1158.3763
"005","1am",15976.76,0,0,0,336.5379
"006","1am",14671.044,356.4002,0,0,420.0006
"007","1am",12850.022,44.4352,0,70.0353,0
"008","1am",16080.033,0,0,0,87.1966
"009","1am",14916.637,152.8278,0,0,86.2651
"010","1am",12682.913,74.0786,0,0,127.5092
"011","1am",17067.535,44.7014,0,0,771.0362
"012","1am",5585.879,0,0,0,396.9413
"013","1am",17288.358,310.9066,0,0,466.8514
"014","1am",5346.147,0,0,0,114.9319
"015","1am",13403.23,0,0,0,0
"016","1am",15844.379,42.7586,0,0,666.9356
"017","1am",5755.629,288.113,0,0,116.7279
"018","1am",5943.76,0,0,0,520.649
"019","1am",11347.504,0,0,0,386.4703
"020","1am",18116.486,106.8032,68.6409,0,46.1399
"021","1am",11476.42,58.315,0,0,106.8607
"022","1am",12835.477,0,0,0,23.9264
"023","1am",15938.781,315.8619,0,0,332.8746
"024","1am",19281.978,172.5011,0,0,861.0461
"025","1am",5749.363,36.7282,0,0,0
"026","1am",6807.733,0,0,0,0
"027","1am",10701.045,60.9392,62.3373,0,0
"028","1am",9923.244,310.4867,0,0,22.6112
"029","1am",9551.339,35.8843,0,0,35.8843
"030","1am",17333.349,529.8501,0,0,79.9134
"031","1am",10166.437,0,0,0,0
"032","1am",11831.756,0,0,0,272.2981
"033","1am",8958.915,96.1774,0,0,115.9075
"034","1am",10396.955,77.9869,0,0,329.9049
"035","1am",12652.908,42.2592,0,0,35.8037
"036","1am",20118.315,188.914,0,0,239.0366
"037","1am",11004.927,68.2996,0,0,262.5894
"038","1am",15089.862,125.2129,0,0,170.8594
"039","1am",7486.563,57.6775,0,0,0
"040","1am",11117.185,109.9239,0,0,166.8203
"041","1am",15020.863,79.4707,0,0,56.5957
"042","1am",8516.083,131.4426,0,0,0
"043","1am",15351.994,94.5402,0,0,294.0007
"044","1am",8243.046,234.8073,0,0,0
"045","1am",10010.691,0,0,0,0
"046","1am",9591.645,12.2087,0,0,95.8397
"047","1am",12052.792,85.9243,0,0,75.7612
"048","1am",6199.013,0,0,0,33.3089
"049","1am",10267.85,35.8037,0,0,42.1968
"050","1am",19485.098,0,0,0,359.3023
"051","1am",19504.128,251.7825,0,0,123.8209
"052","1am",14142.284,0,0,0,222.4873
"053","1am",14356.153,104.6553,0,0,0
"054","1am",19740.958,79.288,0,0,154.1172
"055","1am",13175.699,0,0,0,79.9134
"056","1am",8452.599,153.1147,0,0,70.496
"057","1am",15311.988,0,0,0,0
"058","1am",9521.122,0,0,0,0
"059","1am",13674.249,306.2913,0,0,0
"060","1am",12110.243,0,0,0,0
"061","1am",15914.78,0,0,0,0
"062","1am",18364.654,149.4323,0,0,0
"063","1am",5268.702,22.7125,0,0,0
"064","1am",16192.639,0,0,0,0
"065","1am",10996.135,0,0,0,0
"066","1am",14385.108,178.5562,0,0,0
"001","2am",9363.133,0,0,0,443.1931
"002","2am",16604.351,58.5205,0,0,946.7092
"003","2am",20262.46,72.8217,0,0,120.2796
"004","2am",13324.316,164.3574,0,0,615.9334
"005","2am",16162.796,0,0,0,277.7652
"006","2am",14762.965,264.4787,0,0,303.8258
"007","2am",12912.744,44.4352,0,70.0353,0
"008","2am",16292.857,0,0,0,87.1966
"009","2am",14916.637,152.8278,0,0,42.1968
"010","2am",12955.211,74.0786,0,0,127.5092
"011","2am",17144.524,0,0,0,701.587
"012","2am",5658.413,0,0,0,193.0864
"013","2am",17402.527,310.9066,0,0,261.5584
"014","2am",5346.147,0,0,0,72.6727
"015","2am",13366.748,0,0,0,0
"016","2am",15844.379,123.9424,0,0,855.0244
"017","2am",5803.482,264.1866,0,0,116.7279
"018","2am",5943.76,0,0,0,445.6858
"019","2am",11419.343,0,0,0,198.3815
"020","2am",18544.451,106.8032,68.6409,0,46.1399
"021","2am",11476.42,58.315,0,0,106.8607
"022","2am",12835.477,0,0,0,23.9264
"023","2am",15938.781,315.8619,0,0,332.8746
"024","2am",19729.342,172.5011,0,0,779.4672
"025","2am",5749.363,36.7282,0,0,0
"026","2am",6807.733,0,0,0,0
"027","2am",10701.045,60.9392,62.3373,0,0
"028","2am",9945.855,152.7385,0,0,0
"029","2am",9593.598,35.8843,0,0,35.8843
"030","2am",17413.263,413.9809,0,0,0
"031","2am",10242.376,0,0,0,0
"032","2am",11831.756,0,0,0,272.2981
"033","2am",8958.915,96.1774,0,0,44.0683
"034","2am",10396.955,77.9869,0,0,255.4774
