"district","hour","act1","act2","act3","act4","act5"
"042","11am",3308.82,2025.6919,73.7123,56.5957,156.3318
"043","11am",6541.672,1338.6178,0,177.453,168.5861
"044","11am",4100.682,2097.0126,30.0296,0,529.6983
"045","11am",3453.317,1645.6373,370.2336,205.2478,124.0664
"046","11am",3621.363,8108.3995,1450.3371,1839.223,532.8672
"047","11am",4363.665,3157.0413,2507.97,318.2422,206.509
"048","11am",2306.611,554.1288,0,0,99.6348
"049","11am",5395.011,4842.5466,158.2164,2353.7362,840.3789
"050","11am",8380.804,3179.0862,186.1547,306.6288,333.1522
"051","11am",8128.182,2146.3118,71.8392,254.6187,449.8733
"052","11am",6106.895,2119.5205,0,79.9134,223.6798
"053","11am",5267.868,1700.6454,403.6081,126.7616,528.514
"054","11am",10014.31,5769.7237,1339.8519,213.3294,1507.1554
"055","11am",4535.559,715.9093,190.5888,0,393.2504
"056","11am",3302.168,2710.2452,111.8109,296.9794,262.1261
"057","11am",4676.177,1317.1174,0,132.675,507.2847
"058","11am",2488.062,579.4083,200.8745,0,179.7561
"059","11am",4963.117,1559.6716,49.2288,0,447.2749
"060","11am",4730.798,653.9653,0,250.3552,154.8089
"061","11am",8049.121,845.5218,0,80.2522,102.9751
"062","11am",7182.229,3289.8595,659.8,256.9525,353.7225
"063","11am",2364.45,193.2173,0,0,71.236
"064","11am",7599.742,2820.6234,124.8374,182.4606,640.243
"065","11am",4730.788,1915.2188,0,158.576,253.1492
"066","11am",5510.977,3724.1022,0,123.5816,304.831
"001","12am",4355.525,2953.8891,1113.2385,356.5379,2418.0242
"002","12am",9573.344,10042.233,10592.67,1479.4369,8790.3184
"003","12am",9682.465,7467.895,1762.1788,71.8392,2369.1653
"004","12am",6993.691,5455.6571,1459.2989,780.4134,2907.694
"005","12am",9182.46,2611.7932,956.9089,58.7727,727.6684
"006","12am",7275.259,5115.5254,421.397,0,900.4717
"007","12am",6688.704,1669.9059,1712.4807,0,800.0575
"008","12am",7789.854,3105.5773,239.3041,0,1111.7583
"009","12am",7907.701,1934.8107,1955.8047,63.672,390.1812
"010","12am",7588.066,2084.4221,0,0,634.1096
"011","12am",10202.835,2440.1222,244.3875,172.0354,1312.4498
"012","12am",3549.934,614.0319,0,0,302.8133
"013","12am",9257.274,5942.998,1381.2457,99.6348,1496.7877
"014","12am",2968.632,1378.8181,316.3587,0,163.3175
"015","12am",8573.425,1373.8516,0,33.3267,1089.1521
"016","12am",6922.399,2216.5645,2679.3425,45.6983,713.4128
"017","12am",2391.666,4831.9517,782.4574,395.7335,1009.1591
"018","12am",2720.801,3991.8158,110.621,0,543.9828
"019","12am",6496.624,1309.8212,500.0928,0,1228.389
"020","12am",9837.828,1385.9076,1630.8015,0,819.6657
"021","12am",5852.662,3550.7616,1792.7781,1217.0411,1071.5541
"022","12am",7129.43,1473.3076,63.672,178.9534,763.9343
"023","12am",8458.121,12662.7502,1531.9731,153.0469,1907.5253
"024","12am",8496.677,5526.8851,10062.5899,0,3363.9752
"025","12am",3476.765,7663.0478,47.5552,182.132,1779.9601
"026","12am",3515.563,1369.5274,53.0817,121.3658,243.8573
"027","12am",7276.998,3632.1475,311.0216,0,485.6174
"028","12am",5828.724,11595.296,7548.3303,0,1652.1379
"029","12am",5638.403,14426.2624,929.2982,0,1126.2829
"030","12am",9423.614,20105.6989,2430.6186,1681.1242,3413.0483
"031","12am",5780.124,1438.6401,12.2087,51.9173,720.1858
"032","12am",6528.541,4782.9927,776.7906,488.1225,1099.0025
"033","12am",4324.457,2078.6519,1349.4563,758.9378,1120.9515
"034","12am",5500.694,2787.8111,81.9446,133.0047,1001.3011
"035","12am",7109.094,1882.8182,1623.1682,34.1692,331.1778
"036","12am",9351.744,1685.5498,138.6562,156.7292,1558.6045
"037","12am",4724.99,4464.5891,1855.8973,91.9215,616.9661
"038","12am",9248.79,7365.2126,697.5892,291.896,2023.2958
"039","12am",3405.997,1380.1464,0,0,669.518
"040","12am",6003.802,1441.3487,142.5736,0,1302.6936
"041","12am",8378.4,3097.4969,116.8391,93.3756,1235.1678
"042","12am",3951.164,1487.2596,49.7859,0,200.767
"043","12am",7453.979,1132.4861,0,331.904,342.2526
"044","12am",4858.548,1078.303,30.0296,94.5402,477.8049
"045","12am",4103.239,1091.0094,294.2603,0,233.644
"046","12am",4494.192,6325.5818,905.0006,1536.0021,2334.7097
"047","12am",5760.908,1937.0151,1897.0143,161.6855,631.1341
"048","12am",2964.195,692.5647,0,0,99.6348
"049","12am",6527.387,3720.683,158.2164,1729.8749,1398.8035
"050","12am",10364.637,2047.1341,36.7224,0,525.6461
"051","12am",9308.829,1134.0254,71.8392,86.8239,727.0495
"052","12am",7260.621,1134.7079,0,147.9186,625.8809
"053","12am",5777.025,1065.6233,271.7254,410.3109,985.0245
"054","12am",12144.136,4240.0667,881.9994,104.6553,1624.7656
"055","12am",5645.251,796.1615,116.8391,70.4071,451.3217
"056","12am",4351.111,2172.8646,23.9264,544.1462,415.8207
"057","12am",5542.666,825.4121,0,66.3375,436.3874
"058","12am",3382.75,514.9272,65.1883,0,0
"059","12am",5369.233,1222.7922,49.2288,58.3404,713.5327
"060","12am",6092.828,473.8532,0,0,154.4535
"061","12am",8686.043,664.1797,0,0,167.4562
"062","12am",8290.852,2218.9196,449.2035,0,505.4338
"063","12am",2842.394,88.8917,0,0,0
"064","12am",8606.3,2310.073,124.8374,0,515.1964
"065","12am",5264.599,1001.2238,0,98.8628,733.9338
"066","12am",6796.746,2989.1258,0,0,390.4386
"001","1pm",4051.073,3603.2609,1610.8585,242.2865,1773.4823
"002","1pm",9017.078,11584.9453,13394.2412,1486.0741,5659.1238
"003","1pm",8124.371,8661.4667,2054.2791,191.1655,1578.833
"004","1pm",5936.915,7253.3496,1705.1698,330.6342,2179.6126
"005","1pm",7164.471,3420.6578,1179.2023,99.7686,425.0264
"006","1pm",6958.002,5877.7533,445.3234,206.7465,728.6916
"007","1pm",6414.99,2022.4922,1991.9959,489.0157,1016.7371
"008","1pm",6581.2,3941.0328,239.3041,0,696.4816
"009","1pm",7390.988,2540.6142,2418.2945,0,370.9498
"010","1pm",7050.741,1989.4547,43.2907,0,723.346
"011","1pm",8264.957,2568.9573,454.5185,68.0071,1350.6719
"012","1pm",3204.007,842.7184,69.4243,0,563.6522
"013","1pm",8655.142,6402.2338,1403.8736,126.2105,1595.9649
"014","1pm",2776.366,1760.8138,360.4977,0,0
"015","1pm",7424.733,1870.559,0,0,687.7899
"016","1pm",5926.152,2830.1832,3725.8043,0,1123.7191
"017","1pm",2003.716,4928.4369,675.8319,686.8233,578.0913
"018","1pm",2452.594,4120.047,110.621,0,340.8887
"019","1pm",6017.803,2153.1601,570.1281,0,289.5964
"020","1pm",8454.505,2110.1699,1630.8015,0,773.6849
"021","1pm",5744.753,3956.1264,1550.2803,929.9453,604.4755
"022","1pm",6574.607,1724.8435,63.672,198.0892,544.4016
"023","1pm",7269.478,15979.6926,1273.0598,95.0194,879.7062
"024","1pm",6044.583,6275.7583,15506.5558,53.0817,1469.291
"025","1pm",3147.844,8800.361,47.5552,0,986.4412
"026","1pm",3098.818,1564.8815,53.0817,0,30.4359
"027","1pm",6890.67,3829.104,228.5866,158.9414,1079.503
"028","1pm",5368.274,12503.512,8227.3691,53.4949,1457.1215
"029","1pm",5009.064,17043.413,1092.764,142.4702,351.7036
"030","1pm",8770.965,22899.5127,2611.0462,1489.7547,1441.5322
"031","1pm",4980.559,1894.1592,181.4246,427.1805,424.6015
"032","1pm",5640.097,5775.9674,776.7906,664.0669,1288.0199
"033","1pm",4129.222,2268.825,1293.8193,719.9463,868.072
"034","1pm",4420.776,3942.4749,142.8838,190.1893,360.0294
"035","1pm",5656.072,2236.5788,945.4017,0,418.7895
"036","1pm",8201.338,1409.5417,404.7829,187.0406,1037.5587
"037","1pm",4103.307,5431.3483,1492.8674,191.3822,510.7998
"038","1pm",7948.172,8949.417,697.5892,129.1392,764.6883
"039","1pm",2857.707,1487.9579,0,39.4679,480.6518
"040","1pm",5249.392,1588.516,142.5736,0,960.3139
"041","1pm",7782.537,3560.1889,0,275.8679,259.6107
"042","1pm",3727.537,1862.0354,23.9264,70.9445,346.131
"043","1pm",7094.311,1783.8165,0,158.5451,337.2122
"044","1pm",4664.047,2018.8231,30.0296,73.9866,396.9791
"045","1pm",3920.901,1442.0177,344.3443,0,510.3348
"046","1pm",3582.784,7539.8227,1338.9315,1400.0184,1227.6699
"047","1pm",4141.92,2494.5976,2647.6659,217.8705,538.7038
"048","1pm",2803.199,814.8167,0,0,99.6348
"049","1pm",5817.738,4096.0487,158.2164,1832.0249,741.6326
"050","1pm",10692.884,2140.9641,36.7224,0,568.9737
"051","1pm",8669.558,2034.2511,71.8392,150.2209,453.3534
"052","1pm",6500.173,1240.5353,30.0296,0,842.5636
"053","1pm",6342.131,1423.7886,271.7254,296.5062,960.3937
"054","1pm",10970.664,5494.0633,1146.4064,182.4606,2007.2316
"055","1pm",5252.967,913.3807,190.5888,0,211.8709
"056","1pm",4222.041,2405.3039,23.9264,430.0976,516.6967
"057","1pm",4900.994,1267.4781,0,0,498.8136
"058","1pm",3336.154,567.1442,65.1883,0,62.5888
"059","1pm",5064.761,1246.8981,49.2288,273.3197,856.6929
"060","1pm",5704.011,653.9653,0,0,141.2921
"061","1pm",9002.797,455.2847,0,0,136.0647
"062","1pm",8222.943,2381.0966,478.8469,38.1464,516.6982
"063","1pm",2564.374,239.522,0,0,0
"064","1pm",8015.219,2463.6434,124.8374,91.2303,481.5893
"065","1pm",5570.837,1388.3282,0,98.8628,253.1492
"066","1pm",6982.798,2940.2955,0,0,402.4714
"001","2pm",3272.731,4122.4452,1680.3077,554.0664,1959.2456
"002","2pm",8301.743,11050.8062,12917.9779,3655.7113,5518.4301
"003","2pm",7673.07,8875.7013,2054.2791,491.3922,1867.8228
"004","2pm",5641.267,7433.5891,1781.1431,887.2133,2137.755
"005","2pm",5920.433,3775.213,1259.9444,0,557.0339
"006","2pm",6899.307,6057.6875,445.3234,351.9259,1084.9388
"007","2pm",5779.441,2572.7771,1860.3443,95.6181,937.0283
"008","2pm",6624.305,4239.8952,321.7391,86.2482,1638.6133
"009","2pm",7020.605,2276.4297,2418.2945,0,306.4369
"010","2pm",6533.269,1873.3356,43.2907,182.7331,751.2231
"011","2pm",7358.586,2040.1685,366.634,256.608,1593.765
"012","2pm",2896.793,1053.0089,69.4243,0,574.1993
"013","2pm",7759.358,6423.1792,1594.3437,325.6759,1818.2761
"014","2pm",2639.271,1757.2197,360.4977,30.4359,473.8912
"015","2pm",7362.859,1784.2953,0,0,956.6154
"016","2pm",5127.235,2589.1376,3536.7742,0,2094.3779
"017","2pm",1882.151,4399.6765,699.7583,798.2611,838.1274
"018","2pm",2250.975,4405.4337,110.621,177.8876,458.2499
"019","2pm",5438.943,1834.3605,570.1281,70.496,631.2887
"020","2pm",8891.537,2331.7693,1555.3726,0,1081.9938
"021","2pm",5857.186,4291.6344,1385.866,1555.5428,920.9551
"022","2pm",5398.751,1599.0375,63.672,70.496,376.8326
"023","2pm",6867.116,16371.6666,1486.7293,371.2392,1163.7186
"024","2pm",5694.739,6358.6815,16731.4942,0,1289.9103
"025","2pm",2609.914,9139.2192,47.5552,435.6885,679.5868
"026","2pm",2917.706,1656.3698,53.0817,34.1692,71.8392
"027","2pm",6150.144,3876.1756,199.3558,643.6928,1348.0653
"028","2pm",4988.065,13286.0709,8246.6872,0,1102.5408
"029","2pm",4480.429,18166.4267,1056.8797,152.3094,386.903
"030","2pm",7442.818,23074.1077,2405.6984,2045.3431,1257.4756
"031","2pm",4259.604,2153.7568,181.4246,116.0075,630.6006
"032","2pm",5023.412,6106.7694,776.7906,663.0391,1105.316
"033","2pm",3413.081,2406.735,1336.4363,1060.7532,1505.4054
"034","2pm",3671.898,3894.9429,142.8838,121.7412,438.3122
"035","2pm",4505.84,2511.5598,945.4017,318.308,760.6009
"036","2pm",7194.1,1891.0009,404.7829,290.0281,1050.9117
"037","2pm",3854.681,5624.9175,1450.9527,471.547,592.8634
"038","2pm",7815.981,8925.2205,697.5892,755.7656,1427.0666
"039","2pm",2526.139,1539.8752,0,124.8374,730.8302
"040","2pm",4877.352,1555.0273,142.5736,170.6846,835.7737
"041","2pm",8030.908,3592.7159,116.8391,774.4887,866.1068
"042","2pm",3501.394,1872.8812,23.9264,166.1428,129.6704
"043","2pm",6357.988,1718.839,0,0,325.6912
"044","2pm",4143.437,2135.8204,30.0296,61.5956,781.127
"045","2pm",3540.172,1467.3283,286.0039,0,570.2535
"046","2pm",3702.114,7737.3266,1269.6872,1951.7791,684.9498
"047","2pm",3502.857,2474.1294,2557.5771,315.6536,967.7666
"048","2pm",2646.825,814.8167,0,0,250.3591
"049","2pm",5382.339,4554.1209,82.4662,4828.4382,790.1026
"050","2pm",9709.962,2123.4409,186.1547,204.4192,830.368
"051","2pm",7575.759,2178.6496,71.8392,323.8687,1035.9132
"052","2pm",6582.363,1128.0728,30.0296,153.3322,281.195
"053","2pm",6489.327,1571.9574,271.7254,296.5062,817.1355
"054","2pm",8902.989,5627.3391,1146.4064,502.5731,2091.5296
"055","2pm",4161.534,717.2593,190.5888,0,598.9406
"056","2pm",3878.266,2314.1321,23.9264,464.6771,593.7355
"057","2pm",4862.308,1161.4042,0,0,823.3196
"058","2pm",3129.609,830.5778,117.1056,0,62.5888
"059","2pm",5502.703,1529.5652,49.2288,184.7654,458.1384
"060","2pm",5782.916,739.9257,0,0,209.8774
"061","2pm",8304.747,519.9357,0,102.9751,116.1748
"062","2pm",7319.784,2132.2244,229.03,546.9695,577.7171
"063","2pm",2192.04,310.758,0,0,50.0614
"064","2pm",7022.018,2668.1614,124.8374,260.1448,570.2911
"065","2pm",5135.666,1297.093,0,151.8509,452.2821
"066","2pm",5864.056,3003.3591,0,208.521,293.7277
"001","3pm",3486.397,3914.3507,1731.2811,1320.0648,1662.3536
"002","3pm",6960.246,10906.8437,12162.7105,2209.9446,6887.2887
"003","3pm",7800.731,8569.2565,2056.365,425.0195,1919.6111
"004","3pm",5748.511,7733.5713,1710.2214,712.7455,2483.2279
"005","3pm",5926.255,3326.6813,942.5977,338.8692,1381.2566
"006","3pm",5923.556,6502.9313,497.2245,487.3067,941.6263
"007","3pm",6261.175,2081.8063,1802.3891,70.0353,1181.3965
"008","3pm",6390.486,3977.5284,247.4898,322.8055,1565.0196
"009","3pm",6745.31,2695.7041,2054.0551,0,428.7537
"010","3pm",6483.931,2015.8218,43.2907,212.9453,814.9605
"011","3pm",7418.396,2144.2978,366.634,129.7527,1417.7634
"012","3pm",2421.554,1097.1479,0,0,489.3623
"013","3pm",7385.8,6061.0919,1416.0709,164.2026,2001.1475
"014","3pm",2585.523,1751.7191,360.4977,131.1137,381.7023
"015","3pm",7263.741,1709.4676,0,137.8296,1424.1016
"016","3pm",4721.094,2309.9123,3225.8035,160.3093,1772.7247
"017","3pm",1890.022,3876.7821,629.692,797.5027,1006.8445
"018","3pm",2318.417,3573.0434,110.621,427.2508,338.9013
"019","3pm",5151.062,1725.7989,570.1281,262.7652,908.311
"020","3pm",8674.371,2083.7088,1085.7157,121.7874,1184.9164
"021","3pm",5214.923,4289.1504,1385.866,2668.5926,1057.994
"022","3pm",5657.943,1759.0949,63.672,193.409,467.0893
"023","3pm",7148.349,16053.0855,1428.3807,723.5654,1435.082
"024","3pm",5611.778,5828.9816,16013.6802,110.69,1315.581
"025","3pm",2669.955,9326.525,93.2535,459.7196,832.4474
"026","3pm",2993.061,1824.5179,53.0817,0,71.8392
"027","3pm",5900.256,3660.3653,286.7562,356.3204,1218.2313
"028","3pm",4902.899,12561.8218,7301.8539,304.3088,1461.0631
"029","3pm",4410.799,17777.9406,986.8444,155.9637,570.6071
"030","3pm",8403.623,23393.8896,2102.2656,1541.5284,1371.6275
"031","3pm",3724.082,2067.7789,181.4246,368.9175,821.19
"032","3pm",5010.039,5637.979,701.3617,1376.8987,1358.1407
"033","3pm",3330.467,2214.8347,1228.2492,1759.3093,1701.524
"034","3pm",3722.453,3537.2479,142.8838,463.8267,861.2469
"035","3pm",4481.253,2358.4564,909.598,382.6806,870.4907
"036","3pm",7585.613,1819.9118,404.7829,571.551,1570.7874
"037","3pm",4327.726,5347.6006,1485.481,235.1721,490.6803
"038","3pm",7813.195,8990.3132,456.3541,301.4681,1435.5113
"039","3pm",2501.81,1395.7103,0,229.932,1050.6945
"040","3pm",4776.626,1485.7405,142.5736,58.3059,1056.2073
"041","3pm",7800.33,3268.2538,116.8391,516.593,951.4483
"042","3pm",3472.767,1701.4555,73.7123,0,224.5831
"043","3pm",7008.546,1341.4712,0,284.4926,652.7143
"044","3pm",3893.819,2103.6604,30.0296,134.2856,566.8208
"045","3pm",3565.568,1346.7364,286.0039,0,439.2913
"046","3pm",3431.289,7471.9852,1245.2698,2327.4418,874.2251
"047","3pm",4087.158,2306.4395,2437.4587,134.1016,578.7497
"048","3pm",2387.085,774.5336,0,0,33.3089
"049","3pm",4703.297,4290.676,82.4662,5507.7093,1151.1294
"050","3pm",9072.767,2230.9617,186.1547,152.8278,1508.8998
"051","3pm",7320.014,1917.9263,71.8392,194.6354,1196.6372
"052","3pm",6575.541,1189.4703,0,292.0066,225.0884
"053","3pm",6146.118,1778.6129,271.7254,379.3077,1406.192
"054","3pm",8956.727,5425.3894,1146.4064,313.0673,2251.9071
"055","3pm",3840.586,717.2593,190.5888,57.9552,458.1265
"056","3pm",3451.222,2125.5159,23.9264,1432.7475,943.9066
"057","3pm",5104.786,1391.8656,0,0,918.7069
"058","3pm",3679.125,640.302,117.1056,59.9187,177.2334
"059","3pm",5097.786,1621.9431,49.2288,137.1706,574.5028
"060","3pm",5408.659,659.6735,0,125.1776,209.8774
"061","3pm",7875.585,791.1766,0,0,585.7527
"062","3pm",7308.113,2137.5638,229.03,418.2487,963.4628
"063","3pm",2295.383,321.1351,0,0,255.2345
"064","3pm",6481.415,2685.1097,124.8374,150.2209,383.2369
"065","3pm",4922.018,1289.0898,0,189.1747,274.1313
"066","3pm",5819.725,2977.3538,0,103.0792,439.201
"001","4pm",3815.166,3174.2411,1300.0389,754.9812,1324.8945
"002","4pm",7907.514,9739.719,9948.6976,2093.9602,5631.5518
"003","4pm",8891.561,7604.3622,1573.0513,259.1786,1660.5199
"004","4pm",5660.219,7368.0638,1227.5305,405.6182,1553.4515
"005","4pm",7574.363,2678.6631,526.7135,0,2246.399
"006","4pm",7117.877,5684.1132,376.603,51.4834,525.1527
"007","4pm",7268.428,1563.459,1423.5618,299.968,788.2693
"008","4pm",7085.906,3246.4268,247.4898,280.3537,1901.0551
"009","4pm",7157.347,2534.0503,1465.3665,65.1883,642.49
"010","4pm",6502.016,1747.6079,43.2907,76.9889,545.4499
"011","4pm",8138.072,2113.2661,210.131,28.2008,1880.5354
"012","4pm",2843.483,662.9583,0,67.9782,314.1034
"013","4pm",8281.141,4885.4435,1170.2252,314.5339,1595.3497
"014","4pm",2968.383,1780.143,310.223,27.3489,535.4227
"015","4pm",7941.583,1232.324,0,129.72,1108.4328
"016","4pm",6212.845,1697.9789,2825.9407,253.9822,1473.6671
"017","4pm",2309.72,3090.8731,565.3607,738.3243,1048.6957
"018","4pm",2868.686,2792.9046,46.1399,244.5075,794.8764
"019","4pm",5498.47,1426.218,70.0353,0,1102.3335
"020","4pm",10108.362,1976.4673,1085.7157,430.0698,1279.6692
"021","4pm",6093.076,3336.8719,656.2363,2885.056,1030.0743
"022","4pm",5951.538,1438.3791,63.672,161.4358,382.1896
"023","4pm",7690.953,14565.5303,1077.693,1014.5266,1675.6803
"024","4pm",7113.663,4962.232,13446.7347,106.1634,1232.1581
"025","4pm",3183.546,7279.1859,93.2535,172.591,608.1942
"026","4pm",3584.399,1657.3092,53.0817,0,87.1966
"027","4pm",6775.524,2978.2129,241.0579,493.6095,516.5057
"028","4pm",5530.477,11240.2288,4962.5082,110.3326,1366.9053
"029","4pm",4809.133,14208.9485,597.8034,340.554,155.469
"030","4pm",9128.745,20644.3501,1730.9326,1530.8149,1168.0326
"031","4pm",4462.933,1816.475,181.4246,188.7239,708.5804
"032","4pm",5656.523,4939.2109,497.4789,607.2229,613.3455
"033","4pm",4195.064,1371.3332,1160.2421,1772.0217,1291.3347
"034","4pm",4614.621,2670.6825,142.8838,507.6835,594.5379
"035","4pm",6018.009,1888.309,1219.81,238.5884,599.1014
"036","4pm",8757.051,1689.5285,404.7829,509.8306,1364.6664
"037","4pm",5147.269,4220.7149,1112.0302,124.557,441.1724
"038","4pm",8045.819,6789.1965,456.3541,483.899,1355.0285
"039","4pm",3361.934,1122.4179,0,96.9831,705.3859
"040","4pm",5659.951,1255.9073,142.5736,146.69,1138.8445
"041","4pm",8244.642,3030.7936,116.8391,832.4811,1313.942
"042","4pm",3770.937,1612.0484,73.7123,0,219.7648
"043","4pm",7469.952,1148.085,0,336.2135,309.8772
"044","4pm",4102.134,1793.9616,30.0296,88.3841,482.8893
"045","4pm",3788.6,1226.681,199.3597,0,497.3575
"046","4pm",4036.727,6485.2996,990.9889,1101.2453,1248.6179
"047","4pm",4790.751,2218.151,1820.7281,255.0518,587.6863
"048","4pm",2553.795,534.4293,0,46.4908,176.744
"049","4pm",5308.612,3410.9958,82.4662,4663.8412,1171.6395
"050","4pm",9297.235,2093.9177,186.1547,255.0374,767.5066
"051","4pm",7997.755,1679.2401,0,610.9774,880.8595
"052","4pm",6423.008,736.4472,0,153.3322,949.2378
"053","4pm",5818.802,1742.701,271.7254,247.3986,785.1259
"054","4pm",10237.094,4848.5699,1025.6027,627.3448,1811.7587
"055","4pm",4654.902,767.0452,190.5888,364.8276,513.0745
"056","4pm",3836.464,1651.73,23.9264,1188.5363,903.3261
"057","4pm",7324.298,1442.0409,0,210.2919,811.7709
"058","4pm",3740.269,460.3989,117.1056,64.4811,397.7891
"059","4pm",5287.724,1384.0183,49.2288,187.9451,856.8152
"060","4pm",6317.283,659.6735,0,184.735,336.0012
"061","4pm",7783.906,591.3494,0,102.9751,803.0249
"062","4pm",8328.382,1768.4047,190.8836,89.2833,872.5395
"063","4pm",2561.539,343.8476,0,33.0896,91.2303
"064","4pm",7557.41,2376.7258,124.8374,300.4418,741.0903
"065","4pm",5224.238,1301.6875,0,79.288,450.263
"066","4pm",6337.45,2604.3625,0,0,170.1461
"001","5pm",4408.517,2300.0539,426.9541,381.5147,1816.6415
"002","5pm",9629.567,6801.1046,6187.2761,3328.7992,4843.073
"003","5pm",11280.223,4223.6402,734.8454,423.1546,1611.0126
"004","5pm",7336.425,4416.8647,508.6371,503.4264,2687.5271
"005","5pm",9603.442,1907.7029,310.7627,93.0179,1684.5886
"006","5pm",8995.935,3706.4309,0,133.9248,803.5604
"007","5pm",8321.779,1100.1731,454.6485,466.0242,699.5018
"008","5pm",9665.933,2123.7562,82.435,70.496,1018.5214
"009","5pm",8541.718,1904.5453,357.3618,99.6643,664.6663
"010","5pm",8024.192,831.3106,0,168.5893,278.1662
"011","5pm",10498.238,1674.907,58.3404,165.8565,1857.084
"012","5pm",3822.619,470.7787,0,0,772.8426
"013","5pm",10157.316,3226.3513,513.1471,210.9224,1998.0043
"014","5pm",3152.073,1523.395,113.2562,37.661,481.3994
"015","5pm",9793.415,617.3196,0,164.9611,821.7884
"016","5pm",8792.212,1064.7282,1030.3851,154.9077,1811.932
"017","5pm",3201.627,2032.2734,95.7056,519.579,762.9135
"018","5pm",3985.499,1398.6915,0,35.3717,1253.6973
"019","5pm",6839.34,492.0158,0,0,1053.4116
"020","5pm",12602.505,1300.3279,168.3052,106.4121,1408.1514
"021","5pm",6969.644,2489.3819,154.1172,3132.6895,1282.9213
"022","5pm",7279.613,688.8096,0,90.9398,398.1112
"023","5pm",9437.372,9119.0828,696.1192,470.0416,1446.8136
"024","5pm",10885.615,2935.0268,7529.1272,132.0992,999.2204
"025","5pm",4113.439,4018.9135,45.6983,172.6434,755.8624
"026","5pm",4358.565,1075.7688,0,0,174.0205
"027","5pm",7630.926,1767.5862,62.3373,516.3126,854.8764
"028","5pm",6546.852,6523.3045,2913.2618,0,1171.9294
"029","5pm",5935.803,8679.2044,166.7746,115.6416,284.396
"030","5pm",9931.768,13311.6423,520.1244,1488.0967,1314.5979
"031","5pm",5797.436,1360.8387,181.4246,261.6326,951.216
"032","5pm",7587.802,3212.1065,103.0926,423.4785,698.1574
"033","5pm",5700.787,951.6174,597.6447,889.7396,706.212
"034","5pm",6315.881,1602.6477,0,368.6713,887.9216
"035","5pm",8457.895,1230.9047,792.05,248.8514,544.7048
"036","5pm",11284.926,1244.2221,0,635.4645,1227.372
"037","5pm",6672.562,2882.1695,736.7111,237.4459,280.3839
"038","5pm",8539.48,3695.1111,305.0444,388.9703,2000.9126
"039","5pm",5042.975,868.6986,0,252.8617,115.0304
"040","5pm",6578.86,863.9907,0,684.2621,1170.1014
"041","5pm",10100.288,1783.7158,116.8391,763.7496,1576.6362
"042","5pm",4769.904,1047.8348,73.7123,56.5957,468.7854
"043","5pm",9521.85,739.9111,0,252.6946,361.877
"044","5pm",5067.016,1486.7973,0,196.1145,475.293
"045","5pm",5148.148,773.2311,0,132.4882,303.9478
"046","5pm",5482.911,4403.2628,667.4973,809.7402,1136.94
"047","5pm",6670.911,1313.8684,292.8354,170.9502,684.4984
"048","5pm",3605.431,306.2681,0,40.2831,189.9259
"049","5pm",6539.311,2276.173,0,4317.9918,633.8748
"050","5pm",12671.963,1372.6726,149.4323,216.2284,701.6194
"051","5pm",11804.282,592.6322,0,536.3566,979.6557
"052","5pm",7762.087,107.6483,0,509.611,600.9079
"053","5pm",8182.143,613.1516,271.7254,0,1092.4634
"054","5pm",13134.92,2935.1691,49.2288,228.578,1722.2844
"055","5pm",6313.279,643.5564,0,116.8391,423.528
"056","5pm",4770.152,1362.3008,23.9264,1236.3474,897.7717
"057","5pm",8534.219,1089.1976,0,228.0623,278.8235
"058","5pm",5517.947,248.8866,51.9173,51.9173,109.5776
"059","5pm",7030.746,1081.8972,49.2288,132.7101,931.5841
"060","5pm",7538.757,490.1753,0,412.8877,233.5122
"061","5pm",9995.743,381.4197,0,698.0147,304.5653
"062","5pm",11294.56,1453.3668,0,187.7905,1187.9319
"063","5pm",3274.299,277.6684,0,0,215.5502
"064","5pm",8790.994,1674.3135,0,332.6815,296.4034
"065","5pm",6901.503,834.7824,0,258.5117,257.4388
"066","5pm",8809.884,1592.4393,0,332.6026,781.9764
"001","6pm",6090.127,1588.4574,206.7309,279.1323,1628.3674
"002","6pm",12611.004,4054.4337,2279.903,1792.8463,5199.3151
"003","6pm",15080.922,2337.1716,270.9271,405.471,1769.1984
"004","6pm",9441.981,2859.5095,432.2178,219.2355,3241.2326
"005","6pm",12170.496,426.608,149.2785,214.8276,1136.3466
"006","6pm",10587.126,1859.8513,0,661.5428,537.8464
"007","6pm",9667.168,209.7211,78.9432,132.7572,842.202
"008","6pm",12032.944,915.7169,82.435,286.7439,1358.2698
"009","6pm",10991.9,1310.406,173.2104,199.3286,744.5779
"010","6pm",9725.922,398.8925,0,168.5893,724.3013
"011","6pm",13217.733,916.7669,12.2087,393.1246,1329.7236
"012","6pm",4350.739,313.3518,23.9264,0,571.3094
"013","6pm",13772.979,2129.22,145.4225,157.0202,1664.692
"014","6pm",4099.369,553.4881,0,0,348.1164
"015","6pm",10806.773,508.1685,0,0,1229.8139
"016","6pm",11951.18,651.2826,156.4046,92.2798,1395.673
"017","6pm",4001.542,1308.4645,23.9264,377.2442,1067.4319
"018","6pm",4776.436,930.5537,0,300.7413,1099.0693
"019","6pm",8949.531,221.7591,0,0,484.5507
"020","6pm",13269.586,811.3217,168.3052,0,977.0613
"021","6pm",8519.445,1531.5776,0,2639.5553,1645.0027
"022","6pm",8846.325,412.3431,0,200.8162,378.6421
